101.4032,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4615999999999
101.40319999999997,250.02159999999998,273.4615999999999
101.40319999999998,250.02159999999998,273.4616
101.4032,250.02159999999995,273.4615999999999
101.40320000000001,250.02160000000003,273.4616
101.4032,250.02160000000003,273.4616
101.40320000000001,250.02160000000003,273.4616
101.40320000000001,250.02160000000003,273.46160000000003
101.40320000000001,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4615999999999
101.4032,250.02160000000003,273.4616
101.4032,250.02160000000003,273.4616
101.40320000000003,250.0216,273.46160000000003
101.40320000000001,250.02160000000003,273.4616
101.4032,250.0216,273.4616
101.4032,250.02160000000003,273.46160000000003
101.40319999999998,250.02160000000003,273.4616
101.4032,250.02160000000003,273.4616
101.4032,250.02159999999998,273.4616
101.4032,250.0216,273.4616
101.40320000000001,250.02160000000003,273.4616
101.4032,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4615999999999
101.4032,250.02160000000003,273.4616
101.40319999999998,250.0216,273.4616
101.4032,250.02160000000003,273.4616
101.40320000000001,250.0216,273.46160000000003
101.4032,250.02160000000003,273.4616
101.4032,250.0216,273.4616
101.40319999999997,250.02159999999995,273.4616
101.4032,250.02159999999998,273.4616
101.4032,250.02160000000003,273.4616
101.4032,250.02159999999998,273.4615999999999
101.40319999999998,250.02159999999995,273.4615999999999
101.40319999999997,250.02159999999995,273.4615999999999
101.40320000000001,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4616
101.40320000000001,250.02160000000003,273.4616
101.4032,250.0216,273.4616
101.40319999999998,250.0216,273.4616
101.40319999999998,250.0216,273.4616
101.40320000000001,250.02160000000003,273.46160000000003
101.4032,250.0216,273.4616
101.4032,250.02159999999998,273.4616
101.40319999999998,250.0216,273.4615999999999
101.4032,250.02159999999998,273.4615999999999
101.4032,250.0216,273.46160000000003
101.4032,250.0216,273.4616
101.4032,250.0216,273.4616
101.4032,250.02160000000003,273.4616
101.40320000000001,250.0216,273.4615999999999
101.40320000000003,250.0216,273.46160000000003
101.4032,250.02160000000003,273.46160000000003
101.4032,250.0216,273.4616
101.40320000000001,250.0216,273.4615999999999
101.4032,250.0216,273.4616
101.4032,250.02160000000003,273.46160000000003
101.40320000000001,250.0216,273.4616
101.4032,250.0216,273.46160000000003
101.4032,250.0216,273.4616
101.4032,250.02159999999998,273.46160000000003
101.40320000000001,250.02160000000003,273.4616
101.40320000000001,250.02160000000003,273.46160000000003
101.40320000000001,250.0216,273.4616
101.40320000000001,250.0216,273.46160000000003
101.4032,250.02160000000003,273.4616
101.40319999999998,250.0216,273.4616
101.40320000000001,250.0216,273.4616
101.40319999999998,250.02159999999995,273.4615999999999
101.4032,250.02159999999998,273.4616
101.40320000000001,250.0216,273.4616
101.40319999999998,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4616
101.40319999999998,250.02159999999998,273.4616
101.4032,250.0216,273.4616
101.40319999999998,250.02159999999998,273.4616
